@ref(networkElement)|@const(IpagLPort)class
@index(PE_LPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|bmp_clci|card_type|clci|clfi|cust_circuit_id|cvlanid|cvlan_id_bot|cvlan_id_top|device_name|ds1_ckt_id|evc_name|grc|icore_evcname|ineffect|interface_ip_addr|interface_number|interface_string|log_port_name|log_port_number|mcn|mlppp_grp_number|nvlan_id_top|peip_addr|pvc_id|remote_cvlanid_bot|remote_cvlanid_top|remote_cvlanid|remote_ipaddr|remote_port_aid|remote_log_port_name|remote_nvlan_id_top|remote_svlanid|remote_vlanid|scp_service|service_name|service_options|soc|sub_interface|subscriber_name|svlanid|vlanid|uni_nni|vrf_name|vpn_name
149.0.3.196/0/0/9/6007|149.0.3.196/0/0/9/6007|149.0.3.196/0/0/9/6007|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||58/UVPS/617829/SD|||Y||||02/UNIF/210412/JP_279594_Port_A|6007|||||||||||||||||||6007|||||VPWS:27540|
143.0.68.172/1/1/0/83|143.0.68.172/1/1/0/83|143.0.68.172/1/1/0/83|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/DYBHFLMCV01/DYBHFLMC501|||||DYBHFLMCV01|||||N||||101/GE10/DYBHFLMCV01/DYBHFLMC501_Port_A|83|||||||||||||||||||||||||
12.123.80.214/3/0/4/135|12.123.80.214/3/0/4/135|12.123.80.214/3/0/4/135|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/SNJSCAHUDK3/SNJSCAHUL51|||||SNJSCAHUDK3|||||N||||101/GE1N/SNJSCAHUDK3/SNJSCAHUL51_Port_A|135|||||||||||101/GE1N/SNJSCAHUDK3/SNJSCAHUL51_Port_Z||||||||||||||
143.0.68.35/1/0/1/5|143.0.68.35/1/0/1/5|143.0.68.35/1/0/1/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||105/GE1N/CRCYNVMAH02/CRCYNVMAH03|||||CRCYNVMAH02|||||N||||105/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_A|5|||||||||||105/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_Z||||||||||||||
149.0.3.223/1/0/9/71|149.0.3.223/1/0/9/71|149.0.3.223/1/0/9/71|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAL10|||||N||||10/E-Links/DYBHFLMAL01/DYBHFLMAL10_Port_Z|71|||||||||||||||||||||||||
143.0.68.169/1/0/1/6009|143.0.68.169/1/0/1/6009|143.0.68.169/1/0/1/6009|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMBR01||29/PTPE/000352/EV|||Y||||08/GTER/749352/SB_285031_Port_A|6009|||||||||||||||||||6009|||||VPWS:28489|
149.0.3.222/2/0/5/208|149.0.3.222/2/0/5/208|149.0.3.222/2/0/5/208|ETHERNET-NFO|IPAG|IPAG|true|B|||||F115G/GE1N/DYBHFLMAL08/DYBHFLMAL10|||||DYBHFLMAL08|||||N||||F115G/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_A|208|||||||||||F115G/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_Z||||||||||||||
143.0.68.35/1/2/0/41|143.0.68.35/1/2/0/41|143.0.68.35/1/2/0/41|ETHERNET-NFO|IPAG|IPAG|true|S|||||W113E/GE1N/CRCYNVMAH01/CRCYNVMAH02|||||CRCYNVMAH02|||||N||||W113E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_Z|41|||||||||||W113E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_A||||||||||||||
149.0.3.202/0/0/0/6022|149.0.3.202/0/0/0/6022|149.0.3.202/0/0/0/6022|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL03||76/KRJL/329302/NF|||Y||||99/KRFN/777111/SB_284837_Port_A|6022|||||||||||||||||||6022|||||VPLS:28439|
10.144.0.137/3/3/8/2145|10.144.0.137/3/3/8/2145|10.144.0.137/3/3/8/2145|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/ORLDFLMA011/ORLDFLMA51W|||||ORLDFLMA51W|||||N||||102/GE1N/ORLDFLMA011/ORLDFLMA51W_Port_Z|2145|||||||||||102/GE1N/ORLDFLMA011/ORLDFLMA51W_Port_A||||||||||||||
10.144.0.65/3/2/0/6004|10.144.0.65/3/2/0/6004|10.144.0.65/3/2/0/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA61W||85/CUXM/202047/SB|||Y||||85/KSGN/202401/SB_408441_Port_A|6004|||||||||||||||||||6004|||||VPLS:32015|
12.82.0.53/5/0/7/41|12.82.0.53/5/0/7/41|12.82.0.53/5/0/7/41|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||SVLAN_3_126363_Port_A|41|||||||||||||||||||||||||
10.144.0.147/1/2/7/6002|10.144.0.147/1/2/7/6002|10.144.0.147/1/2/7/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||10/CUXM/030621/SB|||Y||||10/KRFN/030621/SB_299199_Port_A|6002|||||||||||||||||||6002|||||VPLS:30188|
148.0.131.182/4/1/6/6013|148.0.131.182/4/1/6/6013|148.0.131.182/4/1/6/6013|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||76/EVCS/844435/SR|||Y||||25/YHYJ/225511/UK_241558_Port_A|6013|||||||||||||||||||6013|||||VPWS:23678|
143.0.68.43/0/0/0/6005|143.0.68.43/0/0/0/6005|143.0.68.43/0/0/0/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAW71||64/KRFN/061090/NV|||Y||||21/KRFN/061090/NV_263949_Port_A|6005|||||||||||||||||||6005|||||VPWS:25866|
143.0.68.168/2/0/2/6000|143.0.68.168/2/0/2/6000|143.0.68.168/2/0/2/6000|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX||99/KQGN/362231/UK|||Y||||99/KQGN/362231/SB_287189_Port_A|6000|||||||||||||||||||6000||||||
143.0.68.170/2/0/4/6001|143.0.68.170/2/0/4/6001|143.0.68.170/2/0/4/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||48/EVCM/439303/RS|||Y||||85/KQGN/484546/SB_295169_Port_A|6001|||||||||||||||||||6001|||||VPLS:29673|
148.0.131.182/4/1/6/6016|148.0.131.182/4/1/6/6016|148.0.131.182/4/1/6/6016|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||53/EVCS/454545/SR|||Y||||Port_4795987|6016|||||||||||||||||||6016|||||VPWS:23702|
148.0.131.182/1/0/0/35|148.0.131.182/1/0/0/35|148.0.131.182/1/0/0/35|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVAAJ3D/RENONVYAY3Q|||||RENONVYAY3Q|||||N||||101/GE1N/CRCYNVAAJ3D/RENONVYAY3Q_Port_Z|35|||||||||||101/GE1N/CRCYNVAAJ3D/RENONVYAY3Q_Port_A||||||||||||||
149.0.3.196/5/1/0/6000|149.0.3.196/5/1/0/6000|149.0.3.196/5/1/0/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||00/EVMC/052512/SP|||Y||||77/KRFN/438484/NV_283080_Port_A|6000|||||||||||||||||||6000|||||VPLS:27907|
8.8.0.172/4/0/0/70|8.8.0.172/4/0/0/70|8.8.0.172/4/0/0/70|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAA26N/CRCYNVAA61W|||||CRCYNVAA61W|||||N||||P101S/GE1N/CRCYNVAA26N/CRCYNVAA61W_Port_A|70|||||||||||P101S/GE1N/CRCYNVAA26N/CRCYNVAA61W_Port_Z||||||||||||||
149.9.0.27/0/0/4/6005|149.9.0.27/0/0/4/6005|149.9.0.27/0/0/4/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||00/KLUB/011212/MP|||Y||||Port_5590224|6005|||||||||||||||||||6005||||||
10.144.0.137/3/3/8/2146|10.144.0.137/3/3/8/2146|10.144.0.137/3/3/8/2146|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W|||||N||||10/E-Links/ORLDFLMA011/ORLDFLMA51W_Port_Z|2146|||||||||||||||||||||||||
12.82.0.62/2/1/1/1|12.82.0.62/2/1/1/1|12.82.0.62/2/1/1/1|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFL24Q10||01/EVCS/101201/SB|||Y||||01/UNIS/100200/SB_123309_Port_A|1|||||||||||||||||||1||||||
150.0.0.212/1/1/0/59|150.0.0.212/1/1/0/59|150.0.0.212/1/1/0/59|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAA01|||||N||||100/E-Links/CRCYNVMAA01/CRCYNVMAA03_Port_A|59|||||||||||||||||||||||||
149.9.0.27/0/0/4/6007|149.9.0.27/0/0/4/6007|149.9.0.27/0/0/4/6007|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||04/KLUB/011712/MP|||Y||||00/KRFN/011312/SB_265680_Port_A|6007|||||||||||||||||||6007|||||VPLS:25994|
10.144.0.154/2/2/1/6001|10.144.0.154/2/2/1/6001|10.144.0.154/2/2/1/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||85/VLXP/050905/PT|||Y||||10/KRFN/050902/PT_409244_Port_A|6001|||||||||||||||||||6001|||||L2CKT:32102|
10.144.0.147/1/2/0/6017|10.144.0.147/1/2/0/6017|10.144.0.147/1/2/0/6017|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||10/CUXM/110276/SB|||Y||||10/KRGN/110254/SB_297005_Port_A|6017|||||||||||||||AVPN||||6017|||||VPWS:21641|
143.0.68.170/0/0/1/8|143.0.68.170/0/0/1/8|143.0.68.170/0/0/1/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMBR01/DYBHFLMB2MX|||||DYBHFLMB2MX|||||N||||101/GE1N/DYBHFLMBR01/DYBHFLMB2MX_Port_Z|8|||||||||||101/GE1N/DYBHFLMBR01/DYBHFLMB2MX_Port_A||||||||||||||
143.0.68.168/7/0/1/6002|143.0.68.168/7/0/1/6002|143.0.68.168/7/0/1/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||18/EVCM/938433/RS|||Y||||85/KSGN/759254/SB_288567_Port_A|6002|||||||||||||||||||6002|||||VPWS:28885|
12.123.80.212/2/1/3/6007|12.123.80.212/2/1/3/6007|12.123.80.212/2/1/3/6007|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||32/GHDA/576323/VS|||Y||||04/UNIF/240387/JP_191561_Port_A|6007|||||||||||||||||||6007|||||VPLS:22473|
143.0.68.172/4/0/5/150|143.0.68.172/4/0/5/150|143.0.68.172/4/0/5/150|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01|||||N||||1/Z-Links/DYBHFLMCRG9/DYBHFLMCV01_Port_A|150|||||||||||||||||||||||||
149.0.3.194/0/1/0/6010|149.0.3.194/0/1/0/6010|149.0.3.194/0/1/0/6010|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD06||99/VLXP/733240/NV|||Y||||99/KSGN/733238/NV_286806_Port_A|6010|||||||||||||||||||6010||||||
143.0.68.242/3/1/9/196|143.0.68.242/3/1/9/196|143.0.68.242/3/1/9/196|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||29/KRFN/635083/RB_407572_Port_A|196|||||||||||||||||||||||||
12.123.80.17/1/0/4/55|12.123.80.17/1/0/4/55|12.123.80.17/1/0/4/55|ETHERNET-NFO|IPAG|IPAG|true|S|||||G102H/GE1N/CRCYNVAAAM2/CRCYNVAA1IP|||||CRCYNVAA1IP|||||N||||G102H/GE1N/CRCYNVAAAM2/CRCYNVAA1IP_Port_Z|55|||||||||||G102H/GE1N/CRCYNVAAAM2/CRCYNVAA1IP_Port_A||||||||||||||
143.0.68.35/1/1/4/35|143.0.68.35/1/1/4/35|143.0.68.35/1/1/4/35|ETHERNET-NFO|IPAG|IPAG|true|S|||||W107E/GE1N/CRCYNVMAH01/CRCYNVMAH02|||||CRCYNVMAH02|||||N||||W107E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_Z|35|||||||||||W107E/GE1N/CRCYNVMAH01/CRCYNVMAH02_Port_A||||||||||||||
12.80.72.33/0/3/9/24|12.80.72.33/0/3/9/24|12.80.72.33/0/3/9/24|ETHERNET-NFO|IPAG|IPAG|true|B|||||D101P/GE1N/RLGHNCMA121/RLGHNCMA621|||||RLGHNCMA121|||||N||||D101P/GE1N/RLGHNCMA121/RLGHNCMA621_Port_A|24|||||||||||D101P/GE1N/RLGHNCMA121/RLGHNCMA621_Port_Z||||||||||||||
12.82.0.53/3/0/0/51|12.82.0.53/3/0/0/51|12.82.0.53/3/0/0/51|ETHERNET-NFO|IPAG|IPAG|true|B|||||A101P/GE1N/ORLDFL24FIP/ORLDFL24FIQ|||||ORLDFL24FIP|||||N||||A101P/GE1N/ORLDFL24FIP/ORLDFL24FIQ_Port_A|51|||||||||||||||||||||||||
149.0.3.196/0/0/8/6017|149.0.3.196/0/0/8/6017|149.0.3.196/0/0/8/6017|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||00/EVCM/050112/SP|||Y||||03/UNIF/210412/JP_280686_Port_A|6017|||||||||||||||||||6017|||||VPLS:27594|
12.123.80.17/1/0/1/11|12.123.80.17/1/0/1/11|12.123.80.17/1/0/1/11|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/CRCYNVAA1IP/ORLDFL32B61|||||CRCYNVAA1IP|||||N||||P101S/GE1N/CRCYNVAA1IP/ORLDFL32B61_Port_A|11|||||||||||P101S/GE1N/CRCYNVAA1IP/ORLDFL32B61_Port_Z||||||||||||||
12.123.80.143/0/0/6/18|12.123.80.143/0/0/6/18|12.123.80.143/0/0/6/18|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/ORLDFL32B61/ORLDFL32ZZ4|||||ORLDFL32ZZ4|||||N||||101/GE1N/ORLDFL32B61/ORLDFL32ZZ4_Port_Z|18|||||||||||101/GE1N/ORLDFL32B61/ORLDFL32ZZ4_Port_A||||||||||||||
12.82.0.62/2/0/3/31|12.82.0.62/2/0/3/31|12.82.0.62/2/0/3/31|ETHERNET-NFO|IPAG|IPAG|true|B|||||A102S/GE1N/ORLDFL24A77/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||A102S/GE1N/ORLDFL24A77/ORLDFL24Q10_Port_A|31|||||||||||||||||||||||||
143.0.68.242/5/0/0/6021|143.0.68.242/5/0/0/6021|143.0.68.242/5/0/0/6021|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||05/KRFN/582013/RB|||Y||||08/KRFN/508013/RB_412058_Port_A|6021|||||||||||||||||||6021|||||L2CKT:32557|
148.0.131.182/4/1/6/6004|148.0.131.182/4/1/6/6004|148.0.131.182/4/1/6/6004|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||01/EVCM/140711/HG|||Y||||25/YHYJ/225511/UK_235363_Port_A|6004|||||||||||||||||||6004|||||VPLS:23475|
143.0.68.168/2/0/5/26|143.0.68.168/2/0/5/26|143.0.68.168/2/0/5/26|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX|||||N||||CVLAN_157_286964_Port_A|26|||||||||||||||||||||||||
143.0.68.170/4/0/0/6005|143.0.68.170/4/0/0/6005|143.0.68.170/4/0/0/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||00/VLMX/171012/JP|||Y||||01/KQGN/112232/SB_294524_Port_A|6005|||||||||||||||||||6005|||||VPLS:29570|
10.144.0.154/4/0/0/775|10.144.0.154/4/0/0/775|10.144.0.154/4/0/0/775|ETHERNET-NFO|IPAG|IPAG|true|S|||||104/GE10/SNJSCA02W31/SNTCCA0102W|||||SNJSCA02W31|||||N||||104/GE10/SNJSCA02W31/SNTCCA0102W_Port_A|775|||||||||||104/GE10/SNJSCA02W31/SNTCCA0102W_Port_Z||||||||||||||
150.0.0.10/2/0/3/6013|150.0.0.10/2/0/3/6013|150.0.0.10/2/0/3/6013|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA2YP||01/VLMX/251012/JP|||Y||||00/MPAU/213117/SR_295263_Port_A|6013|||||||||||||||||||6013|||||VPLS:29679|
12.80.72.33/0/3/8/36|12.80.72.33/0/3/8/36|12.80.72.33/0/3/8/36|ETHERNET-NFO|IPAG|IPAG|true|B|||||105/GE1N/RLGHNCMA121/RLGHNCMA621|||||RLGHNCMA121|||||N||||105/GE1N/RLGHNCMA121/RLGHNCMA621_Port_A|36|||||||||||105/GE1N/RLGHNCMA121/RLGHNCMA621_Port_Z||||||||||||||
143.0.68.184/0/1/6/6007|143.0.68.184/0/1/6/6007|143.0.68.184/0/1/6/6007|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||00/UNIF/121412/UK|||Y||||00/UNIF/121412/SP_298561_Port_A|6007|||||||||||||||||||6007|||||VPWS:30136|
143.0.68.242/3/1/9/188|143.0.68.242/3/1/9/188|143.0.68.242/3/1/9/188|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||CVLAN_3656_407564_Port_A|188|||||||||||||||||||||||||
149.0.3.194/1/0/0/86|149.0.3.194/1/0/0/86|149.0.3.194/1/0/0/86|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAD06|||||N||||JP102/GE10/CRCYNVAA6EH/CRCYNVMAD06_NMV127_Port_A|86|||||||||||||||||||||||||
12.123.80.29/2/0/4/6006|12.123.80.29/2/0/4/6006|12.123.80.29/2/0/4/6006|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFL32PB1||Dacsd|||Y||||30/AERS/423211/SD_166844_Port_A|6006|||||||||||||||||||6006|||||VPLS:20788|
10.144.0.147/0/1/0/304|10.144.0.147/0/1/0/304|10.144.0.147/0/1/0/304|ETHERNET-NFO|IPAG|IPAG|true|B|||||104/GE10/ORLDFLPH51W/ORLDFLSA21W|||||ORLDFLPH51W|||||N||||104/GE10/ORLDFLPH51W/ORLDFLSA21W_Port_A|304|||||||||||104/GE10/ORLDFLPH51W/ORLDFLSA21W_Port_Z||||||||||||||
12.123.80.212/2/0/8/6004|12.123.80.212/2/0/8/6004|12.123.80.212/2/0/8/6004|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||78/EVCP/393333/RS|||Y||||01/KRFN/567567/SB_282688_Port_A|6004|||||||||||||||||||6004|||||VPWS:27848|
10.144.0.155/1/2/4/6000|10.144.0.155/1/2/4/6000|10.144.0.155/1/2/4/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNTCCA0111W||86/VLXP/506904/PT|||Y||||86/KRGN/506832/PT_409651_Port_A|6000|||||||||||||||||||6000|||||VPWS:32145|
10.144.0.137/1/3/5/6062|10.144.0.137/1/3/5/6062|10.144.0.137/1/3/5/6062|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFLMA51W||85/VXLP/205161/SB|||Y||||85/KQGN/110371/SB_282140_Port_A|6062|||||||||||||||||||6062|||||VPWS:27768|
12.82.0.62/1/3/5/162|12.82.0.62/1/3/5/162|12.82.0.62/1/3/5/162|ETHERNET-NFO|IPAG|IPAG|true|B|||||S107G/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24Q10|||||N||||S107G/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z|162|||||||||||S107G/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A||||||||||||||
149.9.0.27/0/0/0/6011|149.9.0.27/0/0/0/6011|149.9.0.27/0/0/0/6011|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||05/KQGN/781655/SB|||Y||||56/KRGN/700015/SB_263997_Port_A|6011|||||||||||||||||||6011|||||VPWS:25870|
149.9.0.6/1/1/0/35|149.9.0.6/1/1/0/35|149.9.0.6/1/1/0/35|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAWA5|||||N||||10/V-Links/DYBHFLMAJ80/DYBHFLMAWA5_Port_A|35|||||||||||||||||||||||||
12.123.80.27/2/0/3/6006|12.123.80.27/2/0/3/6006|12.123.80.27/2/0/3/6006|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA3IP||YHT584|||Y||||34/CHIT/675432/CH_166942_Port_A|6006|||||||||||||||||||6006|||||VPLS:20819|
143.0.68.229/1/0/0/3|143.0.68.229/1/0/0/3|143.0.68.229/1/0/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMB027/DYBHFLMB1MX|||||DYBHFLMB027|||||N||||101/GE1N/DYBHFLMB027/DYBHFLMB1MX_Port_A|3|||||||||||101/GE1N/DYBHFLMB027/DYBHFLMB1MX_Port_Z||||||||||||||
143.0.68.172/1/0/0/15|143.0.68.172/1/0/0/15|143.0.68.172/1/0/0/15|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01|||||N||||1/E-Links/DYBHFLMCV01/DYBHFLMCX7Z_Port_A|15|||||||||||||||||||||||||
8.8.0.148/1/0/7/11|8.8.0.148/1/0/7/11|8.8.0.148/1/0/7/11|ETHERNET-NFO|IPAG|IPAG|true|S|||||A103P/GE1N/CRCYNVAAP01/DYBHFLMA123|||||CRCYNVAAP01|||||N||||A103P/GE1N/CRCYNVAAP01/DYBHFLMA123_Port_A|11|||||||||||A103P/GE1N/CRCYNVAAP01/DYBHFLMA123_Port_Z||||||||||||||
149.0.3.202/0/0/0/6014|149.0.3.202/0/0/0/6014|149.0.3.202/0/0/0/6014|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL03||79/EVCM/783433/RS|||Y||||99/KRFN/777111/SB_284571_Port_A|6014|||||||||||||||||||6014|||||VPLS:28347|
143.0.68.172/0/1/3/75|143.0.68.172/0/1/3/75|143.0.68.172/0/1/3/75|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01|||||N||||1/E-Links/DYBHFLMBR01/DYBHFLMCV01_Port_Z|75|||||||||||||||||||||||||
10.144.0.147/4/3/8/6000|10.144.0.147/4/3/8/6000|10.144.0.147/4/3/8/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLPH51W||85/VLXP/302069/SB|||Y||||85/KQFN/302691/SB_294827_Port_A|6000|||||||||||||||||||6000|||||VPWS:29609|
149.0.3.222/2/1/2/6006|149.0.3.222/2/1/2/6006|149.0.3.222/2/1/2/6006|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL08||01/EVCM/060712/DP|||Y||||01/UNIA/000111/ST_283968_Port_A|6006|||||||||||||||||||6006|||||VPLS:28110|
143.0.68.168/7/0/1/6010|143.0.68.168/7/0/1/6010|143.0.68.168/7/0/1/6010|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB1MX||01/EVCP/110912/PJ|||Y||||85/KSGN/759254/SB_289760_Port_A|6010|||||||||||||||||||6010|||||VPWS:28991|
150.0.0.215/1/0/2/17|150.0.0.215/1/0/2/17|150.0.0.215/1/0/2/17|ETHERNET-NFO|IPAG|IPAG|true|S|||||P106J/GE1N/CRCYNVMAA01/CRCYNVMAA03|||||CRCYNVMAA03|||||N||||P106J/GE1N/CRCYNVMAA01/CRCYNVMAA03_Port_Z|17|||||||||||P106J/GE1N/CRCYNVMAA01/CRCYNVMAA03_Port_A||||||||||||||
149.0.3.196/0/0/9/6022|149.0.3.196/0/0/9/6022|149.0.3.196/0/0/9/6022|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||66/JUHY/255333/QP|||Y||||02/UNIF/210412/JP_280680_Port_A|6022|||||||||||||||||||6022|||||L2CKT:27593|
143.0.68.184/0/1/6/6009|143.0.68.184/0/1/6/6009|143.0.68.184/0/1/6/6009|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||99/ABCD/301019/MN|||Y||||00/UNIF/121412/SP_298672_Port_A|6009|||||||||||||||||||6009|||||VPWS:30143|
12.123.80.29/2/0/7/50|12.123.80.29/2/0/7/50|12.123.80.29/2/0/7/50|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL32PB1|||||N||||10/E-Links/ORLDFL32B61/ORLDFL32PB1_Port_Z|50|||||||||||||||||||||||||
8.8.0.172/5/0/0/8|8.8.0.172/5/0/0/8|8.8.0.172/5/0/0/8|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||99/DNEC/897650/US|||Y||||22/KQRY/123456/NV_160091_Port_A|8|||||||||||||||||||8|||||L2CKT:62523|
12.82.0.53/2/0/0/19|12.82.0.53/2/0/0/19|12.82.0.53/2/0/0/19|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||1/Z-Links/ORLDFL24FIP/ORLDFL24RN2_Port_A|19|||||||||||||||||||||||||
143.0.24.198/2/1/0/33|143.0.24.198/2/1/0/33|143.0.24.198/2/1/0/33|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCA0220W|||||N||||106/Z-Links/SNJSCASOW02/SNJSCA0220W_NMV4092_Aend|33|||||||||||||||||||||||||
149.0.3.223/5/0/2/17|149.0.3.223/5/0/2/17|149.0.3.223/5/0/2/17|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMAL10|||||N||||10/E-Links/DYBHFLMAL08/DYBHFLMAL10_Port_Z|17|||||||||||||||||||||||||
150.0.0.168/5/1/6/6000|150.0.0.168/5/1/6/6000|150.0.0.168/5/1/6/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||54/KLLS/6321/SG|||Y||||45/NHBH/415258/KJ_262092_Port_A|6000|||||||||||||||||||6000|||||VPWS:25615|
143.0.68.184/0/2/0/6000|143.0.68.184/0/2/0/6000|143.0.68.184/0/2/0/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||01/VLMX/140213/JP|||Y||||01/KRGN/140213/JP_302812_Port_A|6000|||||||||||||||||||6000|||||VPLS:30938|
149.9.0.27/0/0/0/6005|149.9.0.27/0/0/0/6005|149.9.0.27/0/0/0/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||56/VLXM/700018/SB|||Y||||56/KRGN/700015/SB_261691_Port_A|6005|||||||||||||||||||6005|||||VPLS:25582|
12.82.0.53/2/0/0/169|12.82.0.53/2/0/0/169|12.82.0.53/2/0/0/169|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24FIP|||||N||||1/Z-Links/ORLDFL24FIP/ORLDFL24RN2_NMV127_Port_A|169|||||||||||||||||||||||||
12.80.72.121/4/3/4/3|12.80.72.121/4/3/4/3|12.80.72.121/4/3/4/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||P101S/GE1N/ORLDFL2589P/RLGHNCMAX10|||||ORLDFL2589P|||||N||||P101S/GE1N/ORLDFL2589P/RLGHNCMAX10_Port_A|3|||||||||||P101S/GE1N/ORLDFL2589P/RLGHNCMAX10_Port_Z||||||||||||||
