@ref(networkElement)|@const(IpagPPort)class
@index(PE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|acnaban|bmp_clci|clci|clfi|device_type|evc_name|ineffect|mcn|port_aid|port_ipaddr|port_lag_id|port_lag_ip|port_num|remote_device_name|remote_device_model|remote_device_type|remote_device_ipaddr|remote_deviceloopback10ip|remote_deviceloopbackip|remote_slot_number|remote_slot_name|remote_port_aid|remote_ptnii|subscriber_name|soc|vrf_name|vpn_name|uni_nni
143.0.68.72/0/0/0|143.0.68.72/0/0/0|143.0.68.72/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||JP101/GE10/JCVLFLSEN07/JCVLFLSE0AW|JUNIPER MX SERIES||||xe-0/0/0||ae20|149.0.30.229|0|JCVLFLSE0AW||JUNIPER MX SERIES|143.1.33.64|147.0.0.62|143.0.68.76|1|1/0|xe-0/1/0||||||
10.144.0.137/4/3/9|10.144.0.137/4/3/9|10.144.0.137/4/3/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMA51W/ORLHFLVVH01|JUNIPER MX SERIES||Y||ge-4/3/9||||0|ORLHFLVVH01||CIENA NTE|192.168.113.175|||||10||||||
143.0.68.172/4/0/3|143.0.68.172/4/0/3|143.0.68.172/4/0/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMASB0/DYBHFLMCV01|JUNIPER MX SERIES||N||ge-4/0/3||||0|DYBHFLMASB0||CIENA NTE|10.204.12.48|||||9||||||
12.123.80.212/2/1/6|12.123.80.212/2/1/6|12.123.80.212/2/1/6|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/SNJSCAHUDK1/SNJSCAHUHLE|JUNIPER MX SERIES||Y||ge-2/1/6||||0|SNJSCAHUHLE||CIENA NTE|10.204.81.143|||||25||||||
10.144.0.137/1/0/7|10.144.0.137/1/0/7|10.144.0.137/1/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||J125/GE1N/ORLDFLMA51W/ORLDFLMCN04|JUNIPER MX SERIES||Y||ge-1/0/7||||0|ORLDFLMCN04||CIENA NTE|10.204.1.65|||||9||||||
143.0.68.172/4/1/3|143.0.68.172/4/1/3|143.0.68.172/4/1/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMCV01/DYBHFLMC1MX|JUNIPER MX SERIES||||ge-4/1/3||ae1||0|DYBHFLMC1MX||CIENA EMUX|10.204.12.56|||||1.3||||||
143.0.24.198/2/0/0|143.0.24.198/2/0/0|143.0.24.198/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||JP101/GE10/SNJSCAAJH08/SNJSCA0220W|JUNIPER MX SERIES||||xe-2/0/0||ae2||0|SNJSCAAJH08||CIENA EMUX|10.204.200.142|||||2.1||||||
149.0.3.194/0/2/0|149.0.3.194/0/2/0|149.0.3.194/0/2/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU103/GE10/CRCYNVAA28T/CRCYNVMAD06|JUNIPER MX SERIES||Y||xe-0/2/0||||0|CRCYNVAA28T||CIENA NTE|10.204.84.247|||||12||||||
143.0.68.248/0/1/5|143.0.68.248/0/1/5|143.0.68.248/0/1/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMA308/DYBHFLMA428|JUNIPER MX SERIES||||ge-0/1/5||ae1||0|DYBHFLMA428||CIENA EMUX|10.204.11.240|||||22||||||
143.0.68.43/0/0/5|143.0.68.43/0/0/5|143.0.68.43/0/0/5|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAW71/CRCYNVMA1K0|JUNIPER MX SERIES||Y||ge-0/0/5||||0|CRCYNVMA1K0||CIENA NTE|10.204.84.197|||||9||||||
12.123.80.15/0/0/4|12.123.80.15/0/0/4|12.123.80.15/0/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||S101F/GE1N/ORLDFL321IP/STAGFLMAT1G|JUNIPER MX SERIES||N||ge-0/0/4||||0|STAGFLMAT1G||CIENA NTE|10.204.136.85|||||25||||||
12.82.0.62/2/0/3|12.82.0.62/2/0/3|12.82.0.62/2/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||A102S/GE1N/ORLDFL24A77/ORLDFL24Q10|JUNIPER MX SERIES||||ge-2/0/3||||1|||||||||||||||
149.0.3.128/5/0/0|149.0.3.128/5/0/0|149.0.3.128/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMAH71/DYBHFLMAWAM|JUNIPER MX SERIES||Y||ge-5/0/0||||0|DYBHFLMAWAM||CIENA NTE|10.204.9.64|||||25||||||
143.0.68.229/1/0/5|143.0.68.229/1/0/5|143.0.68.229/1/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU101/GE1N/DYBHFLMB027/DYBHFLMB135|JUNIPER MX SERIES||||ge-1/0/5||||0|||||||||||||||
8.8.0.154/2/0/4|8.8.0.154/2/0/4|8.8.0.154/2/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||K101M/GE1N/CRCYNVAAVY9/CRCYNVAA56W|JUNIPER MX SERIES||Y||ge-2/0/4||||1|CRCYNVAAVY9||CIENA NTE|10.204.90.239|||||25||||||
149.0.3.194/0/3/0|149.0.3.194/0/3/0|149.0.3.194/0/3/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||JP101/GE10/CRCYNVAA3EA/CRCYNVMAD06|JUNIPER MX SERIES||||xe-0/3/0||||0|||||||||||||||
10.144.0.155/1/0/0|10.144.0.155/1/0/0|10.144.0.155/1/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU103/GE1N/SNJSCAZGW01/SNTCCA0111W|JUNIPER MX SERIES||N||ge-1/0/0||||0|SNJSCAZGW01||CIENA NTE|10.204.1.75|||||9||||||
149.0.3.222/5/1/7|149.0.3.222/5/1/7|149.0.3.222/5/1/7|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMAZA0|JUNIPER MX SERIES||Y||ge-5/1/7||||0|DYBHFLMAZA0||CIENA NTE|10.204.9.207|||||9||||||
149.0.3.198/4/0/0|149.0.3.198/4/0/0|149.0.3.198/4/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU115/GE1N/CRCYNVMAD02/CRCYNVMAD15|JUNIPER MX SERIES||N||ge-4/0/0||||0|CRCYNVMAD15||CIENA NTE|10.204.85.81|||||10||||||
143.0.68.241/4/1/2|143.0.68.241/4/1/2|143.0.68.241/4/1/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/GSVLFLANAC2/GSVLFLAN01T|JUNIPER MX SERIES||||ge-4/1/2||ae0||0|GSVLFLAN01T||CIENA EMUX|10.204.132.130|||||23||||||
150.0.0.212/1/1/3|150.0.0.212/1/1/3|150.0.0.212/1/1/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||P106J/GE1N/CRCYNVMAA01/CRCYNVMAA03|JUNIPER MX SERIES||||ge-1/1/3||ae23|149.0.19.241|0|CRCYNVMAA03||JUNIPER MX SERIES|10.204.242.1|12.122.130.27|150.0.0.215|2|0/2|ge-1/0/2||||||
10.144.0.154/1/2/2|10.144.0.154/1/2/2|10.144.0.154/1/2/2|NFO-MOBILITY|NTE|IPAG|true|S|||||JU118/GE1N/SNJPCAGEH02/SNJSCA02W31|JUNIPER MX SERIES||Y||ge-1/2/2||||0|SNJPCAGEH02||CIENA NTE|135.16.243.4|||||25||||||
8.8.0.154/1/0/0|8.8.0.154/1/0/0|8.8.0.154/1/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||A101Z/GE10/CRCYNVAA56W/CRCYNVHD5AW|JUNIPER MX SERIES||N||xe-1/0/0||||0|CRCYNVHD5AW||CIENA NTE|10.204.90.131|||||10||||||
8.8.0.148/1/0/2|8.8.0.148/1/0/2|8.8.0.148/1/0/2|NFO-MOBILITY|NTE|IPAG|true|S|||||A101P/GE1N/CRCYNVAAP01/CRCYNVAAP05|JUNIPER MX SERIES||N||ge-1/0/2||||0|CRCYNVAAP05||CIENA NTE|10.204.90.102|||||25||||||
149.9.0.29/5/0/0|149.9.0.29/5/0/0|149.9.0.29/5/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||Y102A/GE1N/DYBHFLMAH72/DYBHFLMAW30|JUNIPER MX SERIES||||ge-5/0/0||ae0||0|DYBHFLMAW30||CIENA EMUX|10.204.9.95|||||22||||||
143.0.68.172/0/1/1|143.0.68.172/0/1/1|143.0.68.172/0/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMCVJ1/DYBHFLMCV01|JUNIPER MX SERIES||N||ge-0/1/1||||0|DYBHFLMCVJ1||CIENA NTE|10.204.10.143|||||9||||||
10.144.0.137/1/2/5|10.144.0.137/1/2/5|10.144.0.137/1/2/5|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMANQ3/ORLDFLMA51W|JUNIPER MX SERIES||Y||ge-1/2/5||||0|ORLDFLMANQ3||CIENA NTE|10.204.67.20|||||9||||||
10.144.0.137/2/0/3|10.144.0.137/2/0/3|10.144.0.137/2/0/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMA3FR/ORLDFLMA51W|JUNIPER MX SERIES||N||ge-2/0/3||||0|ORLDFLMA3FR||CIENA NTE|10.204.67.117|||||9||||||
143.0.68.242/4/1/0|143.0.68.242/4/1/0|143.0.68.242/4/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/GSVLFLANH02/GSVLFLANR5F|JUNIPER MX SERIES||||ge-4/1/0||||0|GSVLFLANR5F||ADTRAN 5000 SERIES|10.204.144.68|||||2||||||
149.0.3.222/2/1/0|149.0.3.222/2/1/0|149.0.3.222/2/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||112/GE1N/DYBHFLMAL08/DYBHFLMAL10|JUNIPER MX SERIES||||ge-2/1/0||ae30|143.1.197.73|0|DYBHFLMAL10||JUNIPER MX SERIES|10.204.242.144|12.122.130.140|149.0.3.223|2|0/2|ge-1/0/2||||||
150.0.0.212/0/0/5|150.0.0.212/0/0/5|150.0.0.212/0/0/5|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAA01/CRCYNVMAA42|JUNIPER MX SERIES||||ge-0/0/5||ae0||0|CRCYNVMAA42||CIENA EMUX|10.204.83.93|||||21||||||
10.144.0.154/1/0/2|10.144.0.154/1/0/2|10.144.0.154/1/0/2|NFO-MOBILITY|NTE|IPAG|true|S|||||JU104/GE1N/SNJSCAPG0AW/SNJSCA02W31|JUNIPER MX SERIES||Y||ge-1/0/2||||0|SNJSCAPG0AW||CIENA NTE|10.204.1.96|||||9||||||
150.0.0.212/1/0/3|150.0.0.212/1/0/3|150.0.0.212/1/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||P106B/GE1N/CRCYNVMAA01/CRCYNVMAA07|JUNIPER MX SERIES||||ge-1/0/3||ae21|149.0.19.205|0|CRCYNVMAA07||JUNIPER MX SERIES|10.204.241.255|12.122.130.25|150.0.0.213|5|0/5|ge-2/0/5||||||
148.0.131.182/4/1/2|148.0.131.182/4/1/2|148.0.131.182/4/1/2|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/CRCYNVAACDP/RENONVYAY3Q|JUNIPER MX SERIES||N||ge-4/1/2||||1|CRCYNVAACDP||CIENA NTE|10.204.82.135|||||26||||||
8.8.0.154/5/0/4|8.8.0.154/5/0/4|8.8.0.154/5/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||P101S/GE1N/CRCYNVAASD1/CRCYNVAA56W|JUNIPER MX SERIES||Y||ge-5/0/4||||1|CRCYNVAASD1||CIENA NTE|10.204.90.127|||||26||||||
143.0.68.240/0/1/0|143.0.68.240/0/1/0|143.0.68.240/0/1/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/GSVLFLANAC1/GSVLFLANHC1|JUNIPER MX SERIES||||xe-0/1/0||ae5||0|GSVLFLANHC1||CIENA EMUX|10.204.132.205|||||2.1||||||
149.0.3.196/0/0/8|149.0.3.196/0/0/8|149.0.3.196/0/0/8|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMA99A|JUNIPER MX SERIES||Y||ge-0/0/8||||0|CRCYNVMA99A||CIENA NTE|10.204.84.245|||||9||||||
143.0.24.237/0/0/6|143.0.24.237/0/0/6|143.0.24.237/0/0/6|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMB1Z1/ORLDFLMA245|JUNIPER MX SERIES||||ge-0/0/6||ae1||0|||||||||||||||
12.123.80.212/2/0/1|12.123.80.212/2/0/1|12.123.80.212/2/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK1/SNJSCAHU40Q|JUNIPER MX SERIES||Y||ge-2/0/1||||0|SNJSCAHU40Q||CIENA NTE|10.204.81.5|||||25||||||
150.0.0.215/1/0/3|150.0.0.215/1/0/3|150.0.0.215/1/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||M102N/GE1N/CRCYNVMAA03/CRCYNVMAA62|JUNIPER MX SERIES||||ge-1/0/3||||0|||||||||||||||
12.123.80.17/1/0/0|12.123.80.17/1/0/0|12.123.80.17/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVAADS1/CRCYNVAA1IP|JUNIPER MX SERIES||||ge-1/0/0||ae23|107.18.20.229|1|CRCYNVAADS1||JUNIPER MX SERIES|12.122.122.83|12.123.136.62|12.123.80.57|0|0/0|ge-1/0/0||||||
12.123.80.201/2/0/0|12.123.80.201/2/0/0|12.123.80.201/2/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||102/GE1N/ORLDFL32K7G/ORLDFL32ZSB|JUNIPER MX SERIES||Y||ge-2/0/0||||0|ORLDFL32K7G||CIENA NTE|10.204.65.146|||||25||||||
12.80.72.16/2/0/0|12.80.72.16/2/0/0|12.80.72.16/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||B101T/GE1N/RLGHNCMAQ01/RLGHNCMAQ03|JUNIPER MX SERIES||||ge-2/0/0||ae12||0|RLGHNCMAQ03||CIENA EMUX|10.204.200.159|||||22||||||
10.144.0.65/1/0/0|10.144.0.65/1/0/0|10.144.0.65/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU101/GE1N/ORLDFLMA61W/ORLDFLMA76W|JUNIPER MX SERIES||||ge-1/0/0||||0|ORLDFLMA76W||ADTRAN 5000 SERIES|10.204.200.111|||||1||||||
143.0.68.242/5/0/0|143.0.68.242/5/0/0|143.0.68.242/5/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||S101S/GE10/GSVLFLANH02/GSVLFLANT65|JUNIPER MX SERIES||||xe-5/0/0||ae8||0|GSVLFLANT65||CIENA EMUX|10.204.144.66|||||3.2||||||
149.0.3.134/0/0/0|149.0.3.134/0/0/0|149.0.3.134/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||M102N/GE1N/DYBHFLMAH02/DYBHFLMAH06|JUNIPER MX SERIES||||ge-0/0/0||ae20||1|DYBHFLMAH02||JUNIPER MX SERIES|12.122.123.112|12.122.128.186|150.0.0.44|2|0/2|ge-1/0/2||||||
8.8.0.148/0/0/0|8.8.0.148/0/0/0|8.8.0.148/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||A102X/GE1N/CRCYNVAAA1K/CRCYNVAAP01|JUNIPER MX SERIES||||ge-0/0/0||ae2|12.82.105.249|1|CRCYNVAAA1K||JUNIPER MX SERIES|12.81.161.187|12.123.76.72|8.8.0.173|3|0/3|ge-2/0/3||||||
150.0.0.12/0/0/4|150.0.0.12/0/0/4|150.0.0.12/0/0/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||B102T/GE1N/DYBHFLMAXWY/DYBHFLMAX5Y|JUNIPER MX SERIES||||ge-0/0/4||ae0||0|DYBHFLMAXWY||VR1||||||||||||
10.144.0.147/3/0/3|10.144.0.147/3/0/3|10.144.0.147/3/0/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLPH51W/ORLGFLFGH01|JUNIPER MX SERIES||Y||ge-3/0/3||||0|ORLGFLFGH01||CIENA NTE|10.204.67.78|||||9||||||
143.0.68.248/1/0/0|143.0.68.248/1/0/0|143.0.68.248/1/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||E101Y/GE1N/DYBHFLMA3H2/DYBHFLMA308|JUNIPER MX SERIES||N||ge-1/0/0||||0|DYBHFLMA3H2||CIENA NTE|10.204.11.161|||||9||||||
143.0.24.144/2/3/0|143.0.24.144/2/3/0|143.0.24.144/2/3/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||P108J/GE10/GSVLFLAN1EW/GSVLFLAN2EW|JUNIPER MX SERIES||||xe-2/3/0||ae2||0|||||||||||||||
12.123.80.214/0/0/3|12.123.80.214/0/0/3|12.123.80.214/0/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK3/SNJSCAHUDM2|JUNIPER MX SERIES||Y||ge-0/0/3||||0|SNJSCAHUDM2||CIENA NTE|10.204.80.202|||||25||||||
150.0.0.216/0/0/1|150.0.0.216/0/0/1|150.0.0.216/0/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||D102P/GE1N/CRCYNVMAA05/CRCYNVMAA27|JUNIPER MX SERIES||N||ge-0/0/1||||0|CRCYNVMAA27||CIENA NTE|10.204.83.111|||||9||||||
12.82.0.62/2/1/1|12.82.0.62/2/1/1|12.82.0.62/2/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||H102G/GE1N/ORLDFL24Q10/ORLDFL24S01|JUNIPER MX SERIES||Y||ge-2/1/1||||0|ORLDFL24S01||CIENA NTE|10.204.200.117|||||25||||||
12.123.80.212/2/1/5|12.123.80.212/2/1/5|12.123.80.212/2/1/5|NFO-MOBILITY|NTE|IPAG|true|S|||||D101F/GE1N/SNJSCAHUDK1/SNJSCAHUY3S|JUNIPER MX SERIES||N||ge-2/1/5||||0|SNJSCAHUY3S||CIENA NTE|10.204.81.142|||||25||||||
12.80.17.93/3/0/0|12.80.17.93/3/0/0|12.80.17.93/3/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU108/GE1N/ANHMCAMCH01/ANHMCA010AW|JUNIPER MX SERIES||||ge-3/0/0||||1|ANHMCAMCH01||CIENA EMUX|10.204.17.33|||||22||||||
12.82.0.62/1/2/3|12.82.0.62/1/2/3|12.82.0.62/1/2/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||I109O/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/2/3||ae21||1|ORLDFL24FIP||JUNIPER MX SERIES|10.204.246.168|12.123.75.11|12.82.0.53|7|0/7|ge-1/0/7||||||
12.123.80.214/4/1/3|12.123.80.214/4/1/3|12.123.80.214/4/1/3|NFO-MOBILITY|NTE|IPAG|true|S|||||G101H/GE1N/SNJSCAHUDK3/SNJSCAHUTFC|JUNIPER MX SERIES||N||ge-4/1/3||||0|SNJSCAHUTFC||CIENA NTE|10.204.81.122|||||25||||||
12.123.80.214/4/0/0|12.123.80.214/4/0/0|12.123.80.214/4/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK3/SNJSCAHUUHG|JUNIPER MX SERIES||Y||ge-4/0/0||||0|SNJSCAHUUHG||CIENA NTE|10.204.81.80|||||25||||||
149.0.3.222/5/1/6|149.0.3.222/5/1/6|149.0.3.222/5/1/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||104/GE1N/DYBHFLMAL08/DYBHFLMAL10|JUNIPER MX SERIES||||ge-5/1/6||ae23|143.1.196.225|0|DYBHFLMAL10||JUNIPER MX SERIES|10.204.242.144|12.122.130.140|149.0.3.223|6|0/6|ge-5/0/6||||||
143.0.68.242/4/0/8|143.0.68.242/4/0/8|143.0.68.242/4/0/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||H101L/GE1N/GSVLFLANH02/GSVLFLAN647|JUNIPER MX SERIES||||ge-4/0/8||ae6||0|||||||||||||||
12.80.72.33/0/3/8|12.80.72.33/0/3/8|12.80.72.33/0/3/8|ETHERNET-NFO|IPAG|IPAG|true|B|||||105/GE1N/RLGHNCMA121/RLGHNCMA621|JUNIPER MX SERIES||||ge-0/3/8||ae53|14.0.56.73|0|RLGHNCMA621||JUNIPER MX SERIES|10.204.247.58|12.123.75.147|12.80.72.62|23|2/3|ge-4/2/3||||||
148.0.131.182/4/0/8|148.0.131.182/4/0/8|148.0.131.182/4/0/8|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/RENONVYAYYB/RENONVYAY3Q|JUNIPER MX SERIES||N||ge-4/0/8||||1|RENONVYAYYB||CIENA NTE|10.204.82.129|||||25||||||
143.0.68.169/2/1/1|143.0.68.169/2/1/1|143.0.68.169/2/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||S101R/GE1N/DYBHFLMBR01/DYBHFLMCV62|JUNIPER MX SERIES||N||ge-2/1/1||||0|DYBHFLMCV62||CIENA NTE|10.204.10.85|||||9||||||
12.123.80.214/4/0/4|12.123.80.214/4/0/4|12.123.80.214/4/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK3/SNJSCAHUD0N|JUNIPER MX SERIES||N||ge-4/0/4||||0|SNJSCAHUD0N||CIENA NTE|10.204.81.94|||||25||||||
10.144.0.137/1/0/5|10.144.0.137/1/0/5|10.144.0.137/1/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||T1061/GE1N/ORLDFLMA51W/ORLDFLPC51W|JUNIPER MX SERIES||||ge-1/0/5||ae1||0|ORLDFLPC51W||CIENA EMUX|192.168.113.147|||||21||||||
149.0.3.223/1/0/9|149.0.3.223/1/0/9|149.0.3.223/1/0/9|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMAL01/DYBHFLMAL10|JUNIPER MX SERIES||||ge-1/0/9||ae36|143.1.197.137|1|DYBHFLMAL01||JUNIPER MX SERIES|10.204.242.119|12.122.130.115|149.0.3.200|4|0/4|ge-1/0/4||||||
12.123.80.143/2/0/2|12.123.80.143/2/0/2|12.123.80.143/2/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||K103M/GE1N/ORLDFL32ZDI/ORLDFL32ZZ4|JUNIPER MX SERIES||||ge-2/0/2||ae2||1|ORLDFL32ZDI||ADTRAN 5000 SERIES|10.204.65.139|||||1||||||
10.144.0.137/1/2/0|10.144.0.137/1/2/0|10.144.0.137/1/2/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU104/GE1N/ORLDFLMA51W/ORLDFLU1222|JUNIPER MX SERIES||Y||ge-1/2/0||||0|ORLDFLU1222||CIENA NTE|192.168.128.102|||||9||||||
10.144.0.137/4/0/6|10.144.0.137/4/0/6|10.144.0.137/4/0/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||106/GE1N/ORLDFLMA011/ORLDFLMA51W|JUNIPER MX SERIES||||ge-4/0/6||ae37|143.1.196.161|1|ORLDFLMA011||JUNIPER MX SERIES|10.204.242.123|12.122.130.119|10.0.38.78|6|0/6|ge-5/0/6||||||
143.0.68.212/0/0/5|143.0.68.212/0/0/5|143.0.68.212/0/0/5|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLST4MD/GSVLFLST5MD|JUNIPER MX SERIES||Y||ge-0/0/5||||0|GSVLFLST4MD||CIENA NTE|10.204.132.74|||||9||||||
143.0.24.132/1/0/4|143.0.24.132/1/0/4|143.0.24.132/1/0/4|NFO-MOBILITY|NTE|IPAG|true|S|||||JU102/GE1N/SNJSCAQR0AW/SNJSCA020FW|JUNIPER MX SERIES||Y||ge-1/0/4||||0|SNJSCAQR0AW||CIENA NTE|10.204.135.194|||||9||||||
149.0.3.223/1/0/0|149.0.3.223/1/0/0|149.0.3.223/1/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL10/DYBHFLMAZ1A|JUNIPER MX SERIES||Y||ge-1/0/0||||0|DYBHFLMAZ1A||CIENA NTE|10.204.9.218|||||10||||||
143.0.68.184/2/0/0|143.0.68.184/2/0/0|143.0.68.184/2/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMCT22/DYBHFLMCV22|JUNIPER MX SERIES||||ge-2/0/0||ae0||0|DYBHFLMCT22||CIENA EMUX|10.204.11.139|||||22||||||
143.0.68.241/4/0/1|143.0.68.241/4/0/1|143.0.68.241/4/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||E102Y/GE1N/GSVLFLANAC2/GSVLFLANSMD|JUNIPER MX SERIES||Y||ge-4/0/1||||0|GSVLFLANSMD||CIENA NTE|10.204.132.79|||||9||||||
12.82.0.53/5/3/0|12.82.0.53/5/3/0|12.82.0.53/5/3/0|NFO-MOBILITY|NTE|IPAG|true|B|||||A101S/GE1N/ORLDFL24FIP/ORLDFL24RS1|JUNIPER MX SERIES||N||ge-5/3/0||||0|ORLDFL24RS1||CIENA NTE|10.204.201.42|||||25||||||
8.8.0.148/2/0/0|8.8.0.148/2/0/0|8.8.0.148/2/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||P101S/GE1N/CRCYNVAAP01/CRCYNVAAP29|JUNIPER MX SERIES||Y||ge-2/0/0||||0|CRCYNVAAP29||CIENA NTE|10.204.90.108|||||25||||||
8.8.0.205/1/0/6|8.8.0.205/1/0/6|8.8.0.205/1/0/6|ETHERNET-NFO|IPAG|IPAG|true|S|||||S102G/GE1N/CRCYNVAAE19/CRCYNVAA5D5|JUNIPER MX SERIES||||ge-1/0/6||||1|CRCYNVAAE19||CIENA EMUX|10.204.90.248|||||22||||||
12.80.72.19/1/0/1|12.80.72.19/1/0/1|12.80.72.19/1/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||T101F/GE1N/RLGHNCMAH02/RLGHNCMAH03|JUNIPER MX SERIES||||ge-1/0/1||ae34|12.82.38.89|1|RLGHNCMAH02||JUNIPER MX SERIES|10.204.247.8|12.123.75.95|12.80.72.18|29|2/9|ge-3/2/9||||||
143.0.68.248/1/2/2|143.0.68.248/1/2/2|143.0.68.248/1/2/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU101/GE1N/DYBHFLMA308/DYBHFLMA672|JUNIPER MX SERIES||||ge-1/2/2||||0|||||||||||||||
143.0.68.240/1/0/4|143.0.68.240/1/0/4|143.0.68.240/1/0/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||104/GE1N/GSVLFLANAC1/GSVLFLANZM1|JUNIPER MX SERIES||||ge-1/0/4||ae0||0|GSVLFLANZM1||CIENA EMUX|10.204.132.151|||||22||||||
143.0.68.168/2/0/5|143.0.68.168/2/0/5|143.0.68.168/2/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||M102N/GE1N/DYBHFLMB1MX/DYBHFLMB503|JUNIPER MX SERIES||||ge-2/0/5||||0|||||||||||||||
143.0.68.240/4/0/2|143.0.68.240/4/0/2|143.0.68.240/4/0/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/GSVLFLANAC1/GSVLFLANXLX|JUNIPER MX SERIES||||xe-4/0/2||ae3|143.1.199.85|0|GSVLFLANXLX||VR1||||||||||||
